:ID,primarySubstabce,name,:LABEL
8060,,OSTEO BI FLEX [CHONDROITIN SULFATE;GLUCOSAMINE HYDROCHLORIDE],Drug
8061,VITAMIN B,VITAMIN B,Drug
8062,METFORMIN HYDROCHLORIDE,METFORMIN [METFORMIN HYDROCHLORIDE],Drug
8063,PARATHYROID HORMONE,NATPARA (PARATHYROID HORMONE),Drug
8064,CLOBAZAM,ONFI,Drug
8065,CLOBAZAM,CLOBAZAM,Drug
8066,SELICRELUMAB,SELICRELUMAB,Drug
8067,PACLITAXEL,NAB Paclitaxel,Drug
8068,SPIRONOLACTONE,ALDACTONE,Drug
8069,TASIMELTEON,HETLIOZ,Drug
8070,METHYLCOBALAMIN,METHYLCOBALAMIN,Drug
8071,FEXOFENADINE HYDROCHLORIDE,ALLEGRA,Drug
8072,METHOTREXATE,METHOTREXAT,Drug
8073,MEDROXYPROGESTERONE,MEDROXYPROGESTERONE,Drug
8074,DRONABINOL,DRONABINOL,Drug
8075,TRANEXAMIC ACID,TRANEXAMIC ACID,Drug
8076,LEVONORGESTREL,MIRENA,Drug
8077,FENOFIBRATE,TRICOR,Drug
8078,TESTOSTERONE,TESTIM,Drug
8079,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,Drug
8080,VORTIOXETINE HYDROBROMIDE,BRINTELLIX,Drug
8081,ASCORBIC ACID,VITAMIN C ACID,Drug
8082,ALPHA-TOCOPHEROL,VITAMIN E,Drug
8083,VORTIOXETINE HYDROBROMIDE,TRINTELLIX,Drug
8084,DOXAZOSIN MESYLATE,CARDURA,Drug
8085,SPARTALIZUMAB,PDR001,Drug
8086,DOCETAXEL,COMPARATOR DOCETAXEL,Drug
8087,HYDROCHLOROTHIAZIDE,HCTZ,Drug
8088,RISEDRONATE SODIUM,RISEDRONATE,Drug
8089,PEMETREXED,PEMETREXED,Drug
8090,FULVESTRANT,FASLODEX,Drug
8091,TAFAMIDIS MEGLUMINE,VYNDAQEL,Drug
8092,OXYCODONE HYDROCHLORIDE,Oxycodone Hydrochloride (similar to NDA 22 272),Drug
8093,LEFLUNOMIDE,LEFLUNOMIDE,Drug
8094,TAPENTADOL HYDROCHLORIDE,NUCYNTA,Drug
8095,METOPROLOL TARTRATE,LOPRESSOR,Drug
8096,EMTRICITABINE\TENOFOVIR DISOPROXIL FUMARATE,TRUVADA,Drug
8097,DEFERASIROX,JADENU,Drug
8098,ESTRADIOL,ESTRING,Drug
8099,CABOZANTINIB,XL184,Drug
8100,MERCAPTOPURINE,6 MP,Drug
8101,,LIDOCAINE/DIPHENHYDRAMINE/MAALOX MOUTHWASH,Drug
8102,FLUDROCORTISONE,FLUDROCORTISONE,Drug
8103,ETHINYL ESTRADIOL\LEVONORGESTREL,LEVONORGESTREL AND ETHINYL ESTRADIOL,Drug
8104,,DEXTROSE;POTASSIUM CHLORIDE;SODIUM CHLORIDE,Drug
8105,SUCRALFATE,SUCRALFATE,Drug
8106,CHOLECALCIFEROL,CHOLECALCIFEROL,Drug
8107,PIMECROLIMUS,PIMECROLIMUS,Drug
8108,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,Drug
8109,,PANTOPRAZOLE EC,Drug
8110,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE ER,Drug
8111,VERAPAMIL HYDROCHLORIDE,VERAPAMIL ER,Drug
8112,,VIT E OTC,Drug
8113,,FIBERCON OTC,Drug
8114,VOXELOTOR,VOXELOTOR,Drug
8115,HYDROXYUREA,HYDROXYUREA,Drug
8116,KETOTIFEN,KETOTIFEN,Drug
8117,METRONIDAZOLE,METRONIDAZOLE,Drug
8118,SIPONIMOD,MAYZENT,Drug
8119,VANDETANIB,CAPRELSA,Drug
8120,LOPERAMIDE HYDROCHLORIDE,IMODIUM A D,Drug
8121,CEPHALEXIN,KEFLEX,Drug
8122,OCTREOTIDE ACETATE,SANDOSTATIN,Drug
8123,ALGLUCOSIDASE ALFA,LUMIZYME,Drug
8124,METHOTREXATE,METHOTREXATE INTRATHECAL,Drug
8125,METHOTREXATE,METHOTREXATE ORAL,Drug
8126,CARBIDOPA\LEVODOPA,RYTARY,Drug
8127,CARBIDOPA\LEVODOPA,SINEMET,Drug
8128,NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HCL,Drug
8129,DULOXETINE HYDROCHLORIDE,DULOXETINE HCL,Drug
8130,RECOMBINANT VARICELLA ZOSTER VIRUS (VZV) GLYCOPROTEIN E,SHINGRIX,Drug
8131,,NITROFURANT MACROCRYSTALS,Drug
8132,ALTEPLASE,ACTIVASE,Drug
8133,DICLOFENAC,DICLOFENAC,Drug
8134,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,Drug
8135,CYANOCOBALAMIN\PYRIDOXINE\THIAMINE,Vitamin b 1 6 12,Drug
8136,DIGOXIN,LANOXIN,Drug
8137,AMIODARONE,Amiodarone,Drug
8138,IVACAFTOR\LUMACAFTOR,ORKAMBI,Drug
8139,INOTERSEN SODIUM,TEGSEDI,Drug
8140,AMIODARONE HYDROCHLORIDE,AMIODARONE HCL,Drug
8141,OMEGA-3 FATTY ACIDS,OMEGA 3 6 9 /01333901/,Drug
8142,GLUCOSAMINE,GLUCOSAMINE,Drug
8143,EMPAGLIFLOZIN,JARDIANCE,Drug
8144,ERGOCALCIFEROL,VITAMIN D /00107901/,Drug
8145,DIFLUNISAL,DIFLUNISAL,Drug
8146,METOLAZONE,METOLAZONE,Drug
8147,,BEBOXIA 25 XL,Drug
8148,MIRTAZAPINE,MIRTAZEPINE TEVA,Drug
8149,THIAMINE HYDROCHLORIDE,THIAMINE HCL,Drug
8150, RECOMBINANT,INFLIXIMAB,Drug
8151,STIRIPENTOL,DIACOMIT,Drug
8152,PREDNISOLONE SODIUM PHOSPHATE,ORAPRED,Drug
8153,AMILOMOTIDE,AMILOMOTIDE,Drug
8154,DAPAGLIFLOZIN PROPANEDIOL,FARXIGA,Drug
8155,ALUMINUM HYDROXIDE\MAGNESIUM CARBONATE,PEPCID                             /00305201/,Drug
8156,BACLOFEN,LIORESAL,Drug
8157,TRAZODONE HYDROCHLORIDE,DESYREL,Drug
8158,CETIRIZINE HYDROCHLORIDE,ALLERTEC,Drug
8159,GEMFIBROZIL,GEMFIBROZIL,Drug
8160,IRBESARTAN,IRBESARTAN,Drug
8161,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,Drug
8162,SITAGLIPTIN PHOSPHATE,JANUVIA,Drug
8163,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,Drug
8164,ACETAMINOPHEN,TYLENOL 8HR,Drug
8165,DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN,TUSSIN DM,Drug
8166,PRAMIPEXOLE DIHYDROCHLORIDE,MIRAPEX,Drug
8167,DOLUTEGRAVIR,Dolutegravir,Drug
8168,EMTRICITABINE\TENOFOVIR ALAFENAMIDE FUMARATE,Emtricitabine+Tenofovir alafenamide,Drug
8169,RILPIVIRINE,Rilpivirine,Drug
8170,DOCOSANOL,DOCOSANOL,Drug
8171,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,Drug
8172,FLUTICASONE FUROATE\VILANTEROL TRIFENATATE,BREO ELLIPTA,Drug
8173,SECUKINUMAB,COSENTYX,Drug
8174,CRIZANLIZUMAB-TMCA,ADAKVEO,Drug
8175,MOSUNETUZUMAB,MOSUNETUZUMAB,Drug
8176,POLATUZUMAB VEDOTIN,POLATUZUMAB VEDOTIN,Drug
8177,FAMCICLOVIR,FAMCICLOVIR,Drug
8178,MAGNESIUM SULFATE,MAGNESIUM SULPHATE,Drug
8179,KETOCONAZOLE,KETOCONAZOLE,Drug
8180,CEFAZOLIN,CEFAZOLIN,Drug
8181,EPINEPHRINE\LIDOCAINE,EPINEPHRINE;LIDOCAINE,Drug
8182,OMEPRAZOLE SODIUM,OMEPRAZOLE SODIUM,Drug
8183,OMEPRAZOLE MAGNESIUM,OMEPRAZOLE                         /00661203/,Drug
8184,DORNASE ALFA,PULMOZYME,Drug
8185,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,Drug
8186,SODIUM CHLORIDE,NS,Drug
8187,GRANISETRON,GRANISETRON,Drug
8188,ENZALUTAMIDE,ENZALUTAMIDE,Drug
8189,EVOLOCUMAB,REPATHA,Drug
8190,ACETAMINOPHEN\HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Drug
8191,ACETAMINOPHEN\HYDROCODONE BITARTRATE,NORCO,Drug
8192,ACETAMINOPHEN\HYDROCODONE BITARTRATE,VICODIN,Drug
8193,LOPINAVIR\RITONAVIR,KALETRA,Drug
8194,NATALIZUMAB,TYSABRI,Drug
8195,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,Drug
8196,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,Drug
8197,GALCANEZUMAB-GNLM,EMGALITY,Drug
8198,,menaquinone 7,Drug
8199,DRONABINOL,MARINOL,Drug
8200,BISOPROLOL FUMARATE,BISOPROLOL FUMARATE,Drug
8201,TAFAMIDIS,VYNDAMAX,Drug
8202,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HCL,Drug
8203,ARIPIPRAZOLE,ABILIFY,Drug
8204,DOSTARLIMAB,Dostarlimab,Drug
8205,AMILORIDE HYDROCHLORIDE,AMILORIDE HYDROCHLORIDE,Drug
8206,COLESEVELAM,COLESEVELAM,Drug
8207,MAGNESIUM OXIDE,HEAVY MAGNESIUM OXIDE,Drug
8208,NAPROXEN SODIUM,NAPROXEN SODIUM,Drug
8209,CARISOPRODOL,CARISOPRODOL,Drug
8210,RUCAPARIB,RUCAPARIB,Drug
8211,ARMODAFINIL,NUVIGIL,Drug
8212,LORATADINE\PSEUDOEPHEDRINE SULFATE,CLARITIN D NOS,Drug
8213,CEFADROXIL,DURICEF,Drug
8214,NORTRIPTYLINE HYDROCHLORIDE,PAMELOR,Drug
8215,OLANZAPINE,ZYPREXA,Drug
8216,OXYBUTYNIN CHLORIDE,DITROPAN,Drug
8217,INSULIN DEGLUDEC,INSULIN DEGLUDEC,Drug
8218,RITUXIMAB,RITUXAN,Drug
8219,BETAXOLOL,BETAXOLOL,Drug
8220,AZATHIOPRINE,AZATHIOPRINE,Drug
8221,AZATHIOPRINE,IMURAN,Drug
8222,HUMAN C1-ESTERASE INHIBITOR,C1 Inhibitor (Human),Drug
8223,EVEROLIMUS,EVEROLIMUS,Drug
8224,ESTRADIOL\NORETHINDRONE ACETATE,ACTIVELLA,Drug
8225,ELAGOLIX,ELAGOLIX,Drug
8226,NAPROXEN SODIUM,ALEVE,Drug
8227,FLAX SEED,FLAXSEED,Drug
8228,AXICABTAGENE CILOLEUCEL,AXICABTAGENE CILOLEUCEL,Drug
8229,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,Drug
8230,ACETAMINOPHEN\HYDROCODONE,HYDROCODONE/ACETAMINOPHEN,Drug
8231,,FILGRASTIM SNDZ,Drug
8232,VALSARTAN,VALSARTAN ACETRIS,Drug
8233,VITAMINS,OCUVITE,Drug
8234,LORCASERIN HYDROCHLORIDE,BELVIQ,Drug
8235,SOMATROPIN,SEROSTIM,Drug
8236,RIBOCICLIB,KISQALI,Drug
8237,LETROZOLE\RIBOCICLIB,KISQALI FEMARA CO PACK,Drug
8238,INFLIXIMAB-DYYB,INFLECTRA,Drug
8239,POTASSIUM,POTASSIUM,Drug
8240,VENETOCLAX,VENCLEXTA,Drug
8241,BINIMETINIB,BINIMETINIB,Drug
8242,ENCORAFENIB,ENCORAFENIB,Drug
8243,FENTANYL,FENTANYL TRANSDERMAL SYSTEM,Drug
8244,ACYCLOVIR,ACYCLOVIR [ACICLOVIR],Drug
8245,IBANDRONATE SODIUM,BONIVA,Drug
8246,CARBAMAZEPINE,TEGRETAL,Drug
8247,DESVENLAFAXINE SUCCINATE,PRISTIQ EXTENDED RELEASE,Drug
8248,MEPOLIZUMAB,Mepolizumab,Drug
8249,FORMOTEROL FUMARATE DIHYDRATE\MOMETASONE FUROATE,DULERA,Drug
8250,AZELASTINE HYDROCHLORIDE\FLUTICASONE PROPIONATE,DYMISTA,Drug
8251,HERBALS,ELDERBERRY,Drug
8252,TEMSIROLIMUS,TEMSIROLIMUS,Drug
8253,OCRELIZUMAB,OCRELIZUMAB,Drug
8254,KEYHOLE LIMPET HEMOCYANIN,Immunocyanine,Drug
8255,CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED),TETANUS TOXOID ADSORBED (VACCINE),Drug
8256,"PNEUMOCOCCAL VACCINE, POLYVALENT 23",PNEUMOCOCCAL VACCINE POLYSACCH 23V,Drug
8257,VORTIOXETINE,VORTIOXETINE,Drug
8258,OLOPATADINE HYDROCHLORIDE,PATADAY,Drug
8259,DIAZEPAM,DIASTAT,Drug
8260,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,Drug
8261,ONDANSETRON HYDROCHLORIDE,ZOFRAN ODT,Drug
8262,,PAPAYA ENZTME,Drug
8263,AMITRIPTYLINE,AMITRIPTYLINE,Drug
8264,,ACETAMINIOPHEN,Drug
8265,PRAVASTATIN SODIUM,PRAVACHOL,Drug
8266,ERGOCALCIFEROL,DRISDOL,Drug
8267,,MIN CHEX,Drug
8268,,VITAMIN B 12/CYANOCOBALAMIN,Drug
8269,,XYLOCAINE 5%,Drug
8270,,METAMUCIL PACKET,Drug
8271,,EMERGENCY C/VITAMIN C ASCORBIC ACID,Drug
8272,CALCIUM CARBONATE\FAMOTIDINE\MAGNESIUM HYDROXIDE,PEPCID COMPLETE,Drug
8273,,BAYER CHILDREN ASPIRIN,Drug
8274,,ACIDOPHILUS/L SALIV/BB/S THERMOP ACIDOPHILUS,Drug
8275,CYCLOBENZAPRINE HYDROCHLORIDE,CYCLOBENZAPRINE HCL,Drug
8276,MONTELUKAST SODIUM,MONTELUKAST SODIUM,Drug
8277,TRAMADOL HYDROCHLORIDE,TRAMADOL HCL,Drug
8278,MAGNESIUM CHLORIDE,MAGNESIUM CHLORIDE,Drug
8279,DIMETHICONE,GAS X,Drug
8280,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HCL,Drug
8281,ROPINIROLE HYDROCHLORIDE,REQUIP,Drug
8282,BENZONATATE,TESSALON,Drug
8283,VITAMINS,PRENATAL VITAMINS,Drug
8284,PROBIOTICS NOS,PROBIOTIC,Drug
8285,RIFAXIMIN,XIFAXAN,Drug
8286,GLIPIZIDE,GLUCOTROL XL,Drug
8287,CALCIUM CARBONATE,OSCAL,Drug
8288,ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\CYANOCOBALAMIN\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE,NEPHRO VITE RX,Drug
8289,CALCIUM ACETATE,CALCIUM ACETATE 667 MG,Drug
8290,ERENUMAB-AOOE,AIMOVIG,Drug
8291,BLINATUMOMAB,blinatumomab,Drug
8292,CYTARABINE,ARA C,Drug
8293,PEGASPARGASE,PEG L ASPARAGINASE,Drug
8294,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,Drug
8295,METHOCARBAMOL,METHOCARBAMOL,Drug
8296,DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE,DORZOLAMIDE HCL AND TIMOLOL MALEATE,Drug
8297,BETHANECHOL,BETHANECHOL,Drug
8298,ALPROSTADIL,EDEX,Drug
8299,VALSARTAN,"Valsartan Tablets, USP",Drug
8300,TRIPTORELIN,TRIPTODUR,Drug
8301,SOMATROPIN,NORDITROPIN,Drug
8302,TRIENTINE HYDROCHLORIDE,SYPRINE,Drug
8303,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HCL,Drug
8304,,Potassium bicarbonate/Citric acid,Drug
8305,SOTALOL,Sotalol hcl,Drug
8306,ELUXADOLINE,VIBERZI,Drug
8307,HYDROCHLOROTHIAZIDE\TRIAMTERENE,Triamterene + hctz,Drug
8308,ALBUTEROL SULFATE,ALBUTEROL SULFATE,Drug
8309,CIPROFLOXACIN HYDROCHLORIDE,Ciprofloxacin hcl,Drug
8310,,MONODOX [DOXYCYCLINE],Drug
8311,FOLATE SODIUM,FOLATE,Drug
8312,CLOZAPINE,CLOZAPINE,Drug
8313,LITHIUM CARBONATE,LITHIUM CARBONATE,Drug
8314,HALOPERIDOL,HALDOL,Drug
8315,FLUVOXAMINE MALEATE,LUVOX,Drug
8316,ESZOPICLONE,LUNESTA,Drug
8317,ENFORTUMAB VEDOTIN,ENFORTUMAB VEDOTIN,Drug
8318,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,Drug
8319,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,Drug
8320,CALCIUM CARBONATE\CHOLECALCIFEROL,Calcium Carbonate/Vitamin D3,Drug
8321,HUMAN C1-ESTERASE INHIBITOR,HAEGARDA,Drug
8322,CHOLESTYRAMINE,QUESTRAN,Drug
8323,SILDENAFIL CITRATE,SILDENAFIL CITRATE,Drug
8324,LAMOTRIGINE,LAMOTRIGINE,Drug
8325,TIZANIDINE HYDROCHLORIDE,ZANAFLEX,Drug
8326,LOPERAMIDE HYDROCHLORIDE,LOMOTIL [LOPERAMIDE HYDROCHLORIDE],Drug
8327,ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE,Oxycodone/ Acetaminophen Tablets,Drug
8328,HYDROMORPHONE,Hydromorphone Tablets,Drug
8329,OXYCODONE HYDROCHLORIDE,Oxy IR,Drug
8330,ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE,PERCOCET                           /00446701/,Drug
8331,DEXTROMETHORPHAN HYDROBROMIDE\PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE DM,Drug
8332,ENALAPRIL MALEATE\HYDROCHLOROTHIAZIDE,VASERETIC,Drug
8333,ENALAPRIL\HYDROCHLOROTHIAZIDE,ENALAPRIL W/HYDROCHLOROTHIAZIDE,Drug
8334,MUPIROCIN\MUPIROCIN CALCIUM,BACTROBAN,Drug
8335,SACUBITRIL\VALSARTAN,ENTRESTO,Drug
8336,MINERALS\VITAMINS,CENTRUM SILVER                     /02363801/,Drug
8337,,DIOTIN,Drug
8338,PROCHLORPERAZINE EDISYLATE,COMPAZINE                          /00013302/,Drug
8339,AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\SOYBEAN OIL\VITAMINS,ENSURE,Drug
8340,RIPRETINIB,DCC 2618,Drug
8341,METHYLPHENIDATE HYDROCHLORIDE,CONCERTA,Drug
8342,PROCHLORPERAZINE EDISYLATE,COMPAZINE [PROCHLORPERAZINE EDISYLATE],Drug
8343,SUNITINIB,SUNITINIB,Drug
8344,FULVESTRANT,FULVESTRANT,Drug
8345,CALCIUM\VITAMIN D,CALCIUM 600+D,Drug
8346,LEVALBUTEROL HYDROCHLORIDE,XOPENEX,Drug
8347,BACILLUS COAGULANS,BACILLUS COAGULANS,Drug
8348,FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,Drug
8349,BISMUTH SUBSALICYLATE,PEPTO BISMOL,Drug
8350,AZACITIDINE,AZACITIDINE,Drug
8351,ASPIRIN CALCIUM,ASPIRIN CALCIUM,Drug
8352,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE 05%,Drug
8353,PIRFENIDONE,ESBRIET,Drug
8354,LUBIPROSTONE,AMITIZA,Drug
8355,LEVOTHYROXINE,LEVOTHYROXIN,Drug
8356,NITROFURANTOIN,NITROFURANTOIN MACROCRYSTALS,Drug
8357,MESALAMINE,PENTASA,Drug
8358,ZINC GLUCONATE,ZINC GLUCONATE,Drug
8359,NORTRIPTYLINE,NORTRIPTYLINE,Drug
8360,ALTEPLASE,ALTEPLASE,Drug
8361,,CALCIUM GLUCONATE;SODIUM CHLORIDE,Drug
8362,METHADONE HYDROCHLORIDE,METHADOSE,Drug
8363,SENNOSIDES A AND B,SENNA TABS,Drug
8364,CABOZANTINIB,CABOZANTINIB,Drug
8365,LEUPROLIDE ACETATE,LUPRON,Drug
8366,DENOSUMAB,XGEVA,Drug
8367,INSULIN GLARGINE,BASAGLAR,Drug
8368,LUSPATERCEPT,LUSPATERCEPT,Drug
8369,ALENDRONATE SODIUM,FOSAMAX,Drug
8370,ASPIRIN,ECOTRIN,Drug
8371,CLINDAMYCIN PHOSPHATE,CLEOCIN,Drug
8372,,Citracal D,Drug
8373,DIPHENHYDRAMINE HYDROCHLORIDE,Diphenhydramine HCL,Drug
8374,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,Drug
8375,IPILIMUMAB,Ipilimumab,Drug
8376,CALCIUM CARBONATE\VITAMIN D,CALCIUM 600+D3,Drug
8377,EPINEPHRINE,EPINEPHRINE HCL,Drug
8378,PONATINIB,ICLUSIG,Drug
8379,OXYMORPHONE HYDROCHLORIDE,OPANA,Drug
8380,OXYMORPHONE,OXYMORPHONE,Drug
8381,FERRIC CARBOXYMALTOSE,INJECTAFER,Drug
8382,RUXOLITINIB,JAKAFI,Drug
8383,BOSENTAN,TRACLEER,Drug
8384,SILDENAFIL,SILDENAFIL,Drug
8385,CYPROHEPTADINE HYDROCHLORIDE,PERIACTIN,Drug
8386,BACITRACIN,BACITRACIN,Drug
8387,CENEGERMIN-BKBJ,OXERVATE,Drug
8388,HYDROCORTISONE ACETATE\PRAMOXINE HYDROCHLORIDE,PROCTOFOAM HC,Drug
8389,MAGNESIUM SULFATE\POTASSIUM CHLORIDE\SODIUM SULFATE,SUTAB,Drug
8390,TETRACYCLINE,TETRACYCLINE,Drug
8391,BISMUTH,BISMUTH,Drug
8392,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HCL,Drug
8393,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,Drug
8394,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,Drug
8395,TRIMETHOPRIM,TRIMETHOPRIM,Drug
8396,GILTERITINIB,GILTERITINIB,Drug
8397,CARBIDOPA\LEVODOPA,CARBIDOPA AND LEVODOPA,Drug
8398,PAROXETINE HYDROCHLORIDE,PAXIL,Drug
8399,SELEXIPAG,UPTRAVI,Drug
8400,MACITENTAN,OPSUMIT,Drug
8401,TADALAFIL,TADALAFIL,Drug
8402,FLUTICASONE PROPIONATE,FLOVENT,Drug
8403,HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,HYQVIA,Drug
8404,PHENTERMINE HYDROCHLORIDE\TOPIRAMATE,QSYMIA,Drug
8405,LIOTHYRONINE,LIOTHYRONINE,Drug
8406,ECALLANTIDE,KALBITOR,Drug
8407,NALTREXONE,VIVITROL,Drug
8408,AMANTADINE HYDROCHLORIDE,SYMMETREL,Drug
8409,CHLORHEXIDINE GLUCONATE,PERIDEX,Drug
8410,DEXTROSE,glucose,Drug
8411,,"heparin, porcine (PF)",Drug
8412,MELATONIN,melatonin,Drug
8413,CISATRACURIUM,CISATRACURIUM,Drug
8414,"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT","AFSTYLA ANTIHEMOPHILIC FACTOR (RECOMBINANT), SINGLE CHAIN",Drug
8415,CLONIDINE,CLONIDINE TRANSDERMAL SYSTEM,Drug
8416,EPINEPHRINE,Epinephrine Injection USP Auto Injector,Drug
8417,OXYCODONE HYDROCHLORIDE,Oxycodone HCl CR Tablets (similar to NDA 22 272),Drug
8418,OXYCODONE HYDROCHLORIDE,Oxycodone HCl Tablets (Rhodes 91 490),Drug
8419,ETEPLIRSEN,EXONDYS 51,Drug
8420,DEFLAZACORT,Deflazacort,Drug
8421,ETHOSUXIMIDE,ZARONTIN,Drug
8422,TOPIRAMATE,Trokendi,Drug
8423,TESTOSTERONE,ANDROGEL,Drug
8424,LIDOCAINE\PRILOCAINE,Lidocaine/prilocaine,Drug
8425,DEFLAZACORT,EMFLAZA,Drug
8426,SODIUM CHLORIDE,Normal saline,Drug
8427,SUMATRIPTAN,Sumatriptan Tablets 50mg,Drug
8428,OXYGEN,OXYGEN,Drug
8429,ACETYLCYSTEINE,ACETYLCYSTEINE,Drug
8430,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,Drug
8431,,Milk of magesium,Drug
8432,EPINEPHRINE,EPIPEN,Drug
8433,PAROXETINE,PAROXETINE,Drug
8434,TOBRAMYCIN,TOBI,Drug
8435,ALBUTEROL,ALBUTEROL                          /00139501/,Drug
8436,TOBRAMYCIN,TOBRAMYCIN,Drug
8437,CEFIDEROCOL,CEFIDEROCOL,Drug
8438,CLOTRIMAZOLE,CLOTRIMAZOLE,Drug
8439,COLISTIMETHATE SODIUM,COLISTIMETHATE                     /00013204/,Drug
8440,ACETAMINOPHEN\HYDROCODONE,ACETAMINOPHEN;HYDROCODONE,Drug
8441,FISH OIL\TOCOPHEROL,OMEGA 3                            /01333901/,Drug
8442,HYDROCHLOROTHIAZIDE\VALSARTAN,DIOVAN HCT,Drug
8443,HYDROCHLOROTHIAZIDE\TELMISARTAN,MICARDIS HCT,Drug
8444,DOXORUBICIN HYDROCHLORIDE,DOXIL,Drug
8445,ASPIRIN,Aspirin EC,Drug
8446,LENALIDOMIDE,CC 5013,Drug
8447,RIVAROXABAN,rivaroxaban,Drug
8448,,SUPER LYSINE IMMUNE SYSTEM,Drug
8449,,MAX 3,Drug
8450,BREXUCABTAGENE AUTOLEUCEL,BREXUCABTAGENE AUTOLEUCEL,Drug
8451,TEDUGLUTIDE\WATER,GATTEX,Drug
8452,LOPERAMIDE,Loperamide,Drug
8453,ATROPINE SULFATE\DIPHENOXYLATE HYDROCHLORIDE,Diphenoxylate hcl + Atropine sulfate,Drug
8454,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Drug
8455,CEFDINIR,OMNICEF,Drug
8456,FLUCONAZOLE,DIFLUCAN,Drug
8457,FILGRASTIM-SNDZ,ZARXIO,Drug
8458,SODIUM CHLORIDE,NACL,Drug
8459,GRANISETRON HYDROCHLORIDE,KYTRIL,Drug
8460,NICOTINE,NICOTINE,Drug
8461,GADOTERIDOL,GADOTERIDOL,Drug
8462,PREDNISOLONE ACETATE,PRED FORTE,Drug
8463,CEFDINIR,CEFDINIR,Drug
8464,SODIUM CHLORIDE,SALINE,Drug
8465,FENFLURAMINE,FINTEPLA,Drug
8466,STIRIPENTOL,stiripentol,Drug
8467,ZONISAMIDE,ZONISAMIDE,Drug
8468,BRIGATINIB,ALUNBRIG,Drug
8469,SIPONIMOD,BAF312,Drug
8470,METHYLPHENIDATE,METHYLPHENIDATE,Drug
8471,UPADACITINIB,UPADACITINIB,Drug
8472,SULFASALAZINE,SULFASALAZINE,Drug
8473,INSULIN LISPRO,HUMALOG,Drug
8474,LIRAGLUTIDE,VICTOZA,Drug
8475,INSULIN DEGLUDEC,TRESIBA,Drug
8476,HYDROCHLOROTHIAZIDE\VALSARTAN,"Valsartan and Hydrochlorothiazide Tablets, USP",Drug
8477,HYDROCHLOROTHIAZIDE\VALSARTAN,VALSARTAN AND HYDROCHLOROTHIAZIDE,Drug
8478,CABOZANTINIB,Cabozantinib,Drug
8479,HYDROCHLOROTHIAZIDE,ESIDRIX,Drug
8480,FLUTICASONE PROPIONATE,FLONASE,Drug
8481,RALOXIFENE HYDROCHLORIDE,EVISTA,Drug
8482,,ANUSOL HC (UNITED STATES),Drug
8483,CARBIDOPA\LEVODOPA,DUOPA,Drug
8484,PHYTONADIONE,VITAMIN K,Drug
8485,,ACETYL L CARNITINE,Drug
